StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Phone ownership,Phone ownership_4_TEXT,phone cost_1,State of phone,State of phone_5_TEXT,Brand of phone,Brand of phone_4_TEXT,Attachments_1,Attachments_2,Attachments_3,Attachments_4,control - q_1,control - why,control - why_4_TEXT,env - q_1,env - why?,env - why?_4_TEXT,gov - q_1,gov - why,gov - why_4_TEXT,Gender,Gender_4_TEXT,Age,Ethnicity,Education,Education_8_TEXT,Employment status,Income,Family size
2022-03-01 11:53:32,2022-03-01 11:57:31,IP Address,78.149.72.37,100,239,True,2022-03-01 11:57:32,R_QaXCZHNUHFewyid,,,,,51.4781036376953125,-0.02789306640625,anonymous,EN,Yes,Bought outright,,135,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,111,,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-03-01 14:58:27,2022-03-01 15:19:17,IP Address,82.3.161.154,100,1249,True,2022-03-01 15:19:17,R_239vplBC3TqQwlA,,,,,51.60040283203125,-0.1168060302734375,anonymous,EN,Yes,Bought outright,,601,Brand New,,Google (Pixel),,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,140,,,Female,,25 - 34,White: Any other White background,Undergraduate degree,,In full-time employment,"£40,000 to £49,999",None
2022-03-01 16:31:17,2022-03-01 16:33:29,IP Address,82.20.246.220,100,131,True,2022-03-01 16:33:29,R_1ieYDKAlfogfy0x,,,,,51.5005035400390625,-0.1905059814453125,anonymous,EN,Yes,Bought outright,,500,Brand New,,Samsung (Galaxy),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,50,,,,,,,,,Female,,25 - 34,White: Any other White background,Undergraduate degree,,In full-time employment,"£30,000 to £39,999",None
2022-03-02 02:35:22,2022-03-02 02:41:39,IP Address,5.39.176.235,100,377,True,2022-03-02 02:41:39,R_2UVkPWmqv7ErwzV,,,,,51.48309326171875,-0.1645965576171875,anonymous,EN,Yes,Bought outright,,601,Brand New,,Samsung (Galaxy),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,175,,,,,,,,,Male,,18 - 24,White: Any other White background,Master's degree,,In full-time education,"Less than £10,000",None
2022-03-02 04:49:51,2022-03-02 04:52:58,IP Address,155.145.209.226,100,186,True,2022-03-02 04:52:58,R_2ZJqOmtKYiC3c5b,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,Yes,Bought outright,,1000,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,,,,,,,51,,,Male,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time employment,Prefer not to say,3
2022-03-02 06:09:08,2022-03-02 06:11:54,IP Address,82.132.235.131,100,166,True,2022-03-02 06:11:54,R_3PB6kocSegEd0jd,,,,,51.58880615234375,-0.0247039794921875,anonymous,EN,Yes,Bought outright,,1003,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,109,,,,,,Male,,18 - 24,White: Any other White background,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time employment,"£30,000 to £39,999",None
2022-03-02 06:09:56,2022-03-02 06:13:50,IP Address,85.255.234.50,100,233,True,2022-03-02 06:13:50,R_2QSBHVNDqDwpDzI,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought on contract - fully paid,,1049,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,100,,,,,,,,,Female,,18 - 24,Any other ethnic group,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time employment,"£20,000 to £29,999",None
2022-03-02 07:47:08,2022-03-02 07:49:24,IP Address,83.137.6.250,100,136,True,2022-03-02 07:49:25,R_31Z9NRFwTtjOlFs,,,,,51.521697998046875,-0.1260986328125,anonymous,EN,Yes,Bought outright,,201,Brand New,,"Other, please specify",Realmi,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,,,,,,,154,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£50,000 to £59,999",1
2022-03-02 07:50:13,2022-03-02 07:53:27,IP Address,81.99.32.229,100,193,True,2022-03-02 07:53:27,R_2YMvVLJqqHftmDZ,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought on contract - fully paid,,300,Brand New,,Samsung (Galaxy),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,50,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£30,000 to £39,999",2
2022-03-02 07:59:18,2022-03-02 07:59:31,IP Address,5.68.51.71,100,13,True,2022-03-02 07:59:32,R_3hfjpzf4EyG9gzz,,,,,51.7646026611328125,-0.5709075927734375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 08:03:40,2022-03-02 08:11:21,IP Address,84.69.16.235,100,461,True,2022-03-02 08:11:21,R_1Q3IlJtrP0S73bh,,,,,51.4770965576171875,-2.5531005859375,anonymous,EN,Yes,Bought outright,,378,Brand New,,"Other, please specify",Oneplus7,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,,,,50,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,Not in employment,Prefer not to say,2
2022-03-02 09:23:56,2022-03-02 09:26:09,IP Address,82.0.61.47,100,132,True,2022-03-02 09:26:09,R_3G6A3BQVcii8GcQ,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought on contract - fully paid,,592,Brand New,,Samsung (Galaxy),,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,55,,,,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In part-time employment,"Less than £10,000",2
2022-03-02 09:38:07,2022-03-02 09:45:17,IP Address,82.0.224.17,100,429,True,2022-03-02 09:45:17,R_3rZpXj0mfWw3gdv,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,382,Secondhand - Manufacturer Refurbished (eg. Apple),,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,55,,,Male,,Under 18,Asian / Asian British: Indian,Secondary school (up to 16 years),,In full-time education,"Less than £10,000",None
2022-03-02 10:00:10,2022-03-02 10:00:33,IP Address,109.176.152.242,100,23,True,2022-03-02 10:00:33,R_23eLExHbM1vJj5w,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 10:09:23,2022-03-02 10:09:58,IP Address,213.104.162.116,100,35,True,2022-03-02 10:09:58,R_2sYgfHvv4j6qp3v,,,,,51.5005950927734375,-0.1464996337890625,anonymous,EN,Yes,Bought on contract - fully paid,,497,Secondhand - Private Seller (eg. ebay),,Samsung (Galaxy),,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,,,,,,,200,,,Prefer to self-describe,,35 - 44,Black / Black British: Caribbean,Secondary school (up to 16 years),,In full-time employment,"£20,000 to £29,999",4
2022-03-02 10:10:03,2022-03-02 10:10:08,IP Address,213.104.162.88,100,5,True,2022-03-02 10:10:08,R_r6fm274B2g2DYQ1,,,,,51.5005950927734375,-0.1464996337890625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 10:10:14,2022-03-02 10:10:58,IP Address,213.104.162.116,100,44,True,2022-03-02 10:10:59,R_3rVuM5xAdE7j8ev,,,,,51.5005950927734375,-0.1464996337890625,anonymous,EN,Yes,Bought outright,,540,Secondhand - Manufacturer Refurbished (eg. Apple),,Google (Pixel),,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,,,,242,,,,,,Female,,55 - 64,Asian / Asian British: Chinese,Primary school,,In full-time employment,"£20,000 to £29,999",None
2022-03-02 10:12:34,2022-03-02 10:15:43,IP Address,90.194.74.190,100,188,True,2022-03-02 10:15:43,R_2YMl96aMvY5uGzi,,,,,51.35760498046875,-0.33990478515625,anonymous,EN,Yes,Bought outright,,605,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,57,,,,,,,,,Male,,45 - 54,Asian / Asian British: Indian,Undergraduate degree,,In full-time employment,"£90,000 to £99,999",3
2022-03-02 10:16:40,2022-03-02 10:17:46,IP Address,92.236.120.248,100,65,True,2022-03-02 10:17:46,R_3oNk4zGYHc5HYav,,,,,51.4674072265625,-0.3556060791015625,anonymous,EN,Yes,Bought outright,,394,Brand New,,Samsung (Galaxy),,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,,,,72,,,,,,Male,,35 - 44,Mixed / Multiple ethnic groups: Asian and White,Master's degree,,In full-time employment,"£60,000 to £69,999",None
2022-03-02 10:18:48,2022-03-02 10:19:13,IP Address,82.0.61.56,100,25,True,2022-03-02 10:19:14,R_2VrtZ458RgaQdJM,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 10:19:28,2022-03-02 10:22:50,IP Address,82.0.61.56,100,201,True,2022-03-02 10:22:50,R_2P4L4CF3dXhZfZ0,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought on contract - fully paid,,773,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,231,,,Female,,45 - 54,Asian / Asian British: Bangladeshi,Master's degree,,In part-time employment,"£10,000 to £19,999",2
2022-03-02 10:12:37,2022-03-02 10:24:41,IP Address,82.0.224.17,100,723,True,2022-03-02 10:24:41,R_1mEtvTIrLswrDII,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,530,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,106,,,,,,,,,Male,,18 - 24,Mixed / Multiple ethnic groups: Asian and White,"Further education (16+, A-Levels, BTEC, etc.)",,In part-time employment,"£10,000 to £19,999",None
2022-03-02 10:23:38,2022-03-02 10:26:32,IP Address,49.204.239.38,100,174,True,2022-03-02 10:26:32,R_1juO0UXrDaQOnjS,,,,,17.677398681640625,83.20361328125,anonymous,EN,Yes,Bought outright,,843,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,,,,,,,201,,,Male,,35 - 44,Asian / Asian British: Indian,Master's degree,,Self employed,"£100,000 to £149,999",1
2022-03-02 10:27:09,2022-03-02 10:28:15,IP Address,109.109.182.145,100,66,True,2022-03-02 10:28:15,R_ea4kh5ZBGcSttkJ,,,,,51.601806640625,0.1056060791015625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 10:19:46,2022-03-02 10:31:14,IP Address,81.99.32.161,100,687,True,2022-03-02 10:31:14,R_1QciVCUXEcQLVhz,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought outright,,1065,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,248,,,,,,Female,,35 - 44,Asian / Asian British: Any other Asian,Master's degree,,In full-time employment,Not sure,4
2022-03-02 10:53:19,2022-03-02 10:53:36,IP Address,82.0.224.17,100,16,True,2022-03-02 10:53:36,R_3ejYfitLFUZfDwu,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 10:53:49,2022-03-02 10:56:16,IP Address,82.0.224.17,100,146,True,2022-03-02 10:56:16,R_1ovbEe9geQBkGVW,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,795,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,69,,,,,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£30,000 to £39,999",1
2022-03-02 10:57:31,2022-03-02 10:58:59,IP Address,82.0.224.17,100,87,True,2022-03-02 10:58:59,R_yxUgHDm3v2Zsayt,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,719,Brand New,,Samsung (Galaxy),,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,74,,,,,,,,,Male,,35 - 44,White: Irish,Master's degree,,Self employed,"£50,000 to £59,999",2
2022-03-02 11:12:42,2022-03-02 11:16:36,IP Address,2.120.69.63,100,233,True,2022-03-02 11:16:36,R_tRKWwMkNfUVFbQB,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,183,Brand New,,Samsung (Galaxy),,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,,,,114,,,,,,Prefer not to say,,Under 18,Asian / Asian British: Indian,Primary school,,Not in employment,Not sure,4
2022-03-02 11:55:55,2022-03-02 11:56:34,IP Address,81.101.225.190,100,39,True,2022-03-02 11:56:35,R_3iyuSlChEirPw5x,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN,Yes,Bought on contract - fully paid,,387,Secondhand - Manufacturer Refurbished (eg. Apple),,Google (Pixel),,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,,,,,,,215,,,Prefer to self-describe,,35 - 44,Black / Black British: African,Doctoral degree,,In full-time education,"£20,000 to £29,999",3
2022-03-02 11:56:44,2022-03-02 11:57:30,IP Address,81.101.225.190,100,46,True,2022-03-02 11:57:32,R_8cPMMiXHmtEpl05,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN,Yes,Bought outright,,888,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,418,,,,,,,,,Non-binary / third gender,,18 - 24,Arab,Primary school,,In full-time education,"£10,000 to £19,999",None
2022-03-02 11:58:39,2022-03-02 11:59:26,IP Address,81.101.225.190,100,46,True,2022-03-02 11:59:27,R_3VPEc7rH1kNTsuB,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN,Yes,Bought on contract - fully paid,,607,Secondhand - Private Seller (eg. ebay),,Google (Pixel),,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,,,,,,190,,,Male,,25 - 34,"White: Gypsy, Traveller or Irish Traveller",Primary school,,Self employed,"£150,000 or more",None
2022-03-02 11:59:31,2022-03-02 12:00:41,IP Address,81.101.225.190,100,69,True,2022-03-02 12:00:41,R_3QKk4nhjMJJBb8U,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN,Yes,Bought on contract - fully paid,,396,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,0,Repairability is not a priority for me,,,,,Male,,Under 18,"White: Gypsy, Traveller or Irish Traveller",Secondary school (up to 16 years),,In full-time education,"Less than £10,000",None
2022-03-02 12:59:32,2022-03-02 13:03:34,IP Address,81.97.30.122,100,241,True,2022-03-02 13:03:34,R_2t9Wqzwhtnq4NI0,,,,,51.61920166015625,-0.32470703125,anonymous,EN,Yes,Bought outright,,200,Brand New,,"Other, please specify","Motorola ",Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,,,,,,,50,,,Male,,Under 18,Asian / Asian British: Indian,Primary school,,Not in employment,"Less than £10,000",None
2022-03-02 14:03:55,2022-03-02 14:06:56,IP Address,82.132.235.115,100,180,True,2022-03-02 14:06:57,R_1Q9nChaGa9L5rOI,,,,,51.54150390625,-0.0601043701171875,anonymous,EN,Yes,Bought outright,,188,Brand New,,"Other, please specify",A 50,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,123,,,,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£10,000 to £19,999",None
2022-03-02 14:11:52,2022-03-02 14:12:21,IP Address,82.1.129.142,100,29,True,2022-03-02 14:12:21,R_1QGl5pKXD1d2dj5,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 14:13:03,2022-03-02 14:18:14,IP Address,82.1.128.11,100,311,True,2022-03-02 14:18:15,R_3qdst8chLwNXNM8,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought outright,,600,Brand New,,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,,,,149,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£30,000 to £39,999",2
2022-03-02 14:23:40,2022-03-02 14:30:55,IP Address,79.69.84.75,100,434,True,2022-03-02 14:30:55,R_1EaLP2NslprWHYA,,,,,51.781005859375,-0.1472015380859375,anonymous,EN,Yes,Bought outright,,857,Brand New,,Apple (iPhone),,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,80,,,,,,,,,Prefer not to say,,35 - 44,Asian / Asian British: Indian,Prefer not to say,,Self employed,"£30,000 to £39,999",2
2022-03-02 14:25:10,2022-03-02 14:39:28,IP Address,81.110.161.110,100,857,True,2022-03-02 14:39:28,R_3PMmHL5PDQnBYTD,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought on contract - fully paid,,715,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,,,,,,,43,,,Prefer to self-describe,,35 - 44,Asian / Asian British: Indian,Master's degree,,In part-time employment,Prefer not to say,2
2022-03-02 14:46:50,2022-03-02 14:47:08,IP Address,90.252.59.232,100,18,True,2022-03-02 14:47:09,R_1Lb7KYBm3CnvqEa,,,,,51.268707275390625,0.5782928466796875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 14:47:13,2022-03-02 14:48:45,IP Address,90.252.59.232,100,92,True,2022-03-02 14:48:45,R_2bJLoGAFF2RfYIS,,,,,51.268707275390625,0.5782928466796875,anonymous,EN,Yes,Bought outright,,980,Brand New,,Samsung (Galaxy),,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,104,,,,,,,,,Female,,45 - 54,Asian / Asian British: Indian,Master's degree,,In part-time employment,Prefer not to say,2
2022-03-02 14:51:08,2022-03-02 14:51:41,IP Address,81.109.9.56,100,32,True,2022-03-02 14:51:41,R_3Hqbk1TDAa6XWNc,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 15:09:30,2022-03-02 15:12:04,IP Address,90.214.237.8,100,153,True,2022-03-02 15:12:04,R_tYcJiADqdyvlZG9,,,,,51.504302978515625,-0.221099853515625,anonymous,EN,Yes,Bought on contract - fully paid,,505,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,,,,149,,,,,,Female,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,"£10,000 to £19,999",None
2022-03-02 15:54:06,2022-03-02 15:57:59,IP Address,79.71.119.195,100,232,True,2022-03-02 15:57:59,R_1jvULqMySkkngWp,,,,,51.7162933349609375,-0.2843017578125,anonymous,EN,Yes,Bought outright,,235,Brand New,,"Other, please specify",Moto,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,,,,30,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,Not in employment,Prefer not to say,3
2022-03-02 16:12:03,2022-03-02 16:16:52,IP Address,5.81.197.187,100,289,True,2022-03-02 16:16:53,R_Cfez8GNfsfaZ78d,,,,,51.721893310546875,0.4810943603515625,anonymous,EN,Yes,Bought outright,,159,Brand New,,"Other, please specify",Moto g,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,40,,,,,,,,,Female,,55 - 64,White: Any other White background,"Further education (16+, A-Levels, BTEC, etc.)",,Not in employment,Prefer not to say,2
2022-03-02 17:38:05,2022-03-02 17:38:56,IP Address,81.101.225.190,100,51,True,2022-03-02 17:38:56,R_2YXvxUkhfk8CONK,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN,Yes,Bought on contract - fully paid,,764,Secondhand - Manufacturer Refurbished (eg. Apple),,Samsung (Galaxy),,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,,,,,,,57,,,Non-binary / third gender,,55 - 64,White: Roma,"Further education (16+, A-Levels, BTEC, etc.)",,Self employed,"£30,000 to £39,999",4
2022-03-02 19:49:36,2022-03-02 19:49:55,IP Address,81.152.222.98,100,19,True,2022-03-02 19:49:56,R_2zqerRb77oLWQKB,,,,,51.4405975341796875,-0.14239501953125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03 00:38:34,2022-03-03 00:43:10,IP Address,82.0.226.168,100,275,True,2022-03-03 00:43:11,R_3PNz5K0P6xsDpET,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,1270,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,0,Repairability is not a priority for me,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,Not in employment,Prefer not to say,2
2022-03-03 00:44:57,2022-03-03 00:45:30,IP Address,81.111.168.176,100,32,True,2022-03-03 00:45:30,R_3PiachdJzVpqETz,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03 00:56:17,2022-03-03 00:59:55,IP Address,81.111.168.157,100,217,True,2022-03-03 00:59:56,R_3EXOkKHNceP7ceJ,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought outright,,726,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,19,,,,,,Female,,45 - 54,Asian / Asian British: Indian,Master's degree,,In full-time employment,Prefer not to say,2
2022-03-03 01:43:09,2022-03-03 01:44:50,IP Address,82.0.224.57,100,100,True,2022-03-03 01:44:50,R_3j3sddxdNjqiebv,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,256,Brand New,,Samsung (Galaxy),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,40,,,,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£50,000 to £59,999",2
2022-03-03 01:42:41,2022-03-03 01:44:58,IP Address,109.249.187.67,100,137,True,2022-03-03 01:44:59,R_2CVQMLeLS0Bb7vS,,,,,51.600006103515625,-0.216705322265625,anonymous,EN,Yes,Bought outright,,295,Brand New,,Samsung (Galaxy),,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,34,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£30,000 to £39,999",None
2022-03-03 01:45:24,2022-03-03 01:50:14,IP Address,51.241.81.218,100,290,True,2022-03-03 01:50:16,R_1hW41wJ6DgJRsgV,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought on contract - fully paid,,168,Brand New,,Samsung (Galaxy),,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,,,,,,25,,,Female,,45 - 54,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£40,000 to £49,999",2
2022-03-03 02:01:24,2022-03-03 02:06:08,IP Address,82.0.62.226,100,283,True,2022-03-03 02:06:08,R_3mepzrYtV0xUbvT,,,,,51.6833038330078125,-0.6071929931640625,anonymous,EN,Yes,Bought outright,,972,Brand New,,Apple (iPhone),,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,124,,,,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£80,000 to £89,999",1
2022-03-03 02:14:23,2022-03-03 02:16:42,IP Address,31.125.252.79,100,138,True,2022-03-03 02:16:43,R_1jBODSwv5IGmeag,,,,,51.27099609375,-0.4261016845703125,anonymous,EN,Yes,Bought outright,,689,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,500,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Undergraduate degree,,In full-time employment,"£40,000 to £49,999",2
2022-03-03 02:41:39,2022-03-03 02:43:45,IP Address,27.61.138.201,100,125,True,2022-03-03 02:43:45,R_22rVFNJ07L2ebl2,,,,,23.0276031494140625,72.58709716796875,anonymous,EN,Yes,Bought outright,,1119,Brand New,,Apple (iPhone),,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,144,,,,,,,,,Female,,18 - 24,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-03-03 02:53:39,2022-03-03 02:56:34,IP Address,82.0.60.83,100,174,True,2022-03-03 02:56:34,R_2AFLoNJj19zX0Ej,,,,,51.7335052490234375,-0.587493896484375,anonymous,EN,Yes,Bought outright,,1024,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,,,,,,,241,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,Prefer not to say,2
2022-03-03 03:13:14,2022-03-03 03:13:31,IP Address,213.205.198.105,100,17,True,2022-03-03 03:13:31,R_sgOrlPPwG3aPJiV,,,,,51.548492431640625,-0.2501068115234375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03 03:13:39,2022-03-03 03:16:31,IP Address,213.205.198.105,100,171,True,2022-03-03 03:16:31,R_2D6poqRzEot5DcM,,,,,51.548492431640625,-0.2501068115234375,anonymous,EN,Yes,"Other, please specify",,669,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,131,,,,,,Female,,35 - 44,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£30,000 to £39,999",2
2022-03-03 03:13:56,2022-03-03 03:16:57,IP Address,213.122.219.32,100,180,True,2022-03-03 03:16:57,R_WdgTFhSugADFNJv,,,,,53.3809051513671875,-3.098602294921875,anonymous,EN,Yes,Bought outright,,650,Brand New,,Samsung (Galaxy),,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,100,,,,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£60,000 to £69,999",1
